fiyat,oda_salon,metrekare_brut,metrekare_net,bina_yasi,kat,kat_sayisi,isitma,banyo_sayisi,ilce,mahalle
6550000.0,3+1,120.0,103.0,11 Yaşında,1.0,3.0,Kombi,1.0,Kağıthane,Yahya Kemal
3400000.0,2+1,90.0,65.0,11 Yaşında,,5.0,Kombi,1.0,Avcılar,Gümüşpala
13500000.0,3+1,130.0,100.0,35 Yaşında,1.0,4.0,Merkezi,1.0,Kadıköy,Feneryolu
5150000.0,2+1,95.0,80.0,16 Yaşında,,5.0,Kombi,2.0,Ümraniye,Armağanevler
3800000.0,2+1,85.0,80.0,25 Yaşında,1.0,6.0,Kombi,1.0,Kağıthane,Emniyet Evleri
3000000.0,2+1,72.0,68.0,5 Yaşında,,3.0,Kombi,1.0,Küçükçekmece,Yeni Mahalle
16500000.0,2+1,120.0,95.0,Sıfır Bina,1.0,5.0,Kombi,1.0,Bakırköy,Zuhuratbaba
12000000.0,4+2,170.0,150.0,5 Yaşında,3.0,3.0,Kombi,2.0,Zeytinburnu,Gökalp
1975000.0,1+1,90.0,80.0,6 Yaşında,13.0,30.0,Kombi,1.0,Esenyurt,Sultaniye
2150000.0,1+1,87.0,80.0,11 Yaşında,8.0,30.0,Merkezi (Pay Öl...,1.0,Esenyurt,Necip Fazıl Kısakürek
31000000.0,5+2,275.0,250.0,Sıfır Bina,4.0,4.0,Yerden Isıtma,4.0,Bahçelievler,Bahçelievler
4250000.0,2+1,100.0,90.0,21 Yaşında,1.0,3.0,Kombi,1.0,Ataşehir,Yeni Çamlıca
4299000.0,2+1,80.0,75.0,Sıfır Bina,,4.0,Kombi,1.0,Kağıthane,Hürriyet
5500000.0,2+1,110.0,94.0,46 Yaşında,1.0,5.0,Kombi,1.0,Gaziosmanpaşa,Sarıgöl
7300000.0,3+1,130.0,120.0,10 Yaşında,3.0,4.0,Kombi,1.0,Avcılar,Gümüşpala
4990000.0,3+1,120.0,110.0,Sıfır Bina,,4.0,Kombi,1.0,Sultangazi,Habibler
2200000.0,2+1,90.0,85.0,11 Yaşında,,6.0,Kombi,1.0,Şişli,Gülbahar
12000000.0,2+1,80.0,70.0,40 Yaşında,4.0,4.0,Merkezi,1.0,Bakırköy,Ataköy 3-4-11. Kısım
7150000.0,1+1,83.0,75.0,11 Yaşında,17.0,22.0,Yerden Isıtma,1.0,Küçükçekmece,Atakent
8500000.0,2+1,85.0,68.0,5 Yaşında,5.0,6.0,Kombi,1.0,Kartal,Esentepe
10500000.0,3+1,135.0,115.0,Sıfır Bina,1.0,7.0,Merkezi (Pay Öl...,1.0,Tuzla,Postane
4950000.0,2+0,75.0,70.0,25 Yaşında,,3.0,Kombi,1.0,Sarıyer,Yeni
57000000.0,2+1,175.0,150.0,31 Yaşında,3.0,6.0,Merkezi (Pay Öl...,2.0,Beşiktaş,Ulus
18150000.0,3+1,145.0,130.0,31 Yaşında,4.0,5.0,Kombi,2.0,Sarıyer,Emirgan
6900000.0,2+1,85.0,70.0,15 Yaşında,,4.0,Kombi,1.0,Maltepe,Altıntepe
7350000.0,2+1,114.0,85.0,16 Yaşında,3.0,5.0,Kombi,1.0,Sancaktepe,Atatürk
6500000.0,2+1,95.0,85.0,18 Yaşında,,4.0,Kombi,1.0,Üsküdar,Yavuztürk
12000000.0,4+2,170.0,150.0,5 Yaşında,3.0,3.0,Kombi,2.0,Zeytinburnu,Gökalp
19250000.0,3+1,125.0,110.0,31 Yaşında,9.0,11.0,Merkezi,1.0,Beşiktaş,Ulus
2150000.0,1+0,45.0,40.0,6 Yaşında,,7.0,Kombi,1.0,Şişli,Mecidiyeköy
11550000.0,3+1,180.0,145.0,11 Yaşında,5.0,5.0,Kombi,2.0,Sancaktepe,Sarıgazi
5750000.0,3+1,140.0,130.0,Sıfır Bina,,5.0,Kombi,2.0,Silivri,Yeni
6600000.0,1+1,85.0,75.0,6 Yaşında,21.0,30.0,Merkezi (Pay Öl...,1.0,Başakşehir,Ziya Gökalp
2150000.0,1+1,87.0,80.0,11 Yaşında,8.0,30.0,Merkezi (Pay Öl...,1.0,Esenyurt,Necip Fazıl Kısakürek
3000000.0,2+1,90.0,85.0,30 Yaşında,5.0,5.0,Kombi,1.0,Esenler,Nine Hatun
6600000.0,3+1,115.0,100.0,30 Yaşında,4.0,5.0,Kombi,1.0,Sarıyer,Kazım Karabekir Paşa
5700000.0,2+1,110.0,90.0,11 Yaşında,6.0,11.0,Merkezi (Pay Öl...,1.0,Büyükçekmece,Pınartepe
12500000.0,3+1,150.0,130.0,2 Yaşında,3.0,5.0,Merkezi (Pay Öl...,2.0,Kartal,Uğur Mumcu
6300000.0,3+1,130.0,110.0,16 Yaşında,3.0,8.0,Kombi,1.0,Ümraniye,Mehmet Akif
9500000.0,2+1,133.0,110.0,11 Yaşında,8.0,12.0,Merkezi (Pay Öl...,2.0,Avcılar,Tahtakale
9800000.0,5+2,200.0,184.0,9 Yaşında,4.0,5.0,Kombi,3.0,Beylikdüzü,Kavaklı
17500000.0,4+1,190.0,170.0,11 Yaşında,4.0,5.0,Kombi,2.0,Güngören,Güven
8500000.0,2+1,85.0,68.0,5 Yaşında,5.0,6.0,Kombi,1.0,Kartal,Esentepe
6000000.0,3+1,85.0,70.0,Sıfır Bina,,8.0,Kombi,1.0,Pendik,Velibaba
13450000.0,3+1,145.0,120.0,5 Yaşında,4.0,4.0,Kombi,2.0,Kadıköy,Bostancı
9000000.0,3+1,130.0,120.0,Sıfır Bina,5.0,5.0,Kombi,1.0,Zeytinburnu,Yeşiltepe
8790000.0,2+1,95.0,85.0,6 Yaşında,18.0,18.0,Merkezi (Pay Öl...,2.0,Kartal,Yakacık Çarşı
7450000.0,2+1,110.0,95.0,25 Yaşında,14.0,15.0,Merkezi,1.0,Beylikdüzü,Cumhuriyet
25720000.0,4+1,212.0,170.0,6 Yaşında,1.0,14.0,Merkezi (Pay Öl...,2.0,Zeytinburnu,Sümer
2899000.0,1+1,75.0,60.0,11 Yaşında,11.0,30.0,Kombi,1.0,Esenyurt,Akevler
3500000.0,2+1,100.0,90.0,26 Yaşında,,5.0,Kombi,1.0,Kağıthane,Yeşilce
3250000.0,2+1,85.0,80.0,31 Yaşında,,5.0,Kombi,1.0,Bahçelievler,Şirinevler
3600000.0,1+1,75.0,65.0,6 Yaşında,,4.0,Kombi,1.0,Küçükçekmece,Mehmet Akif
15100000.0,3+1,130.0,110.0,16 Yaşında,3.0,8.0,Kombi,2.0,Ümraniye,Necip Fazıl
9200000.0,2+1,155.0,115.0,4 Yaşında,1.0,10.0,Merkezi,3.0,Büyükçekmece,Güzelce
60000000.0,5+2,350.0,300.0,21 Yaşında,2.0,3.0,Kombi,3.0,Beşiktaş,Levazım
6599000.0,3+1,135.0,120.0,11 Yaşında,1.0,9.0,Kombi,1.0,Pendik,Sülüntepe
8000000.0,2+1,102.0,70.0,6 Yaşında,16.0,18.0,Merkezi (Pay Öl...,1.0,Bağcılar,Bağlar
6000000.0,3+1,185.0,160.0,21 Yaşında,11.0,14.0,Kombi,2.0,Beylikdüzü,Adnan Kahveci
3600000.0,2+1,95.0,75.0,26 Yaşında,,4.0,Kombi,1.0,Kağıthane,Harmantepe
12000000.0,3+1,137.0,115.0,16 Yaşında,2.0,7.0,Kombi,2.0,Pendik,Yenişehir
4700000.0,1+1,85.0,70.0,6 Yaşında,14.0,14.0,Merkezi (Pay Öl...,1.0,Beylikdüzü,Barış
8700000.0,2+1,88.0,78.0,3 Yaşında,1.0,6.0,Merkezi (Pay Öl...,1.0,Beyoğlu,Sütlüce
4750000.0,4+2,250.0,210.0,16 Yaşında,3.0,3.0,Kombi,3.0,Esenyurt,Şehitler
13250000.0,1+1,74.0,35.0,1 Yaşında,,7.0,Yerden Isıtma,1.0,Kadıköy,Suadiye
16500000.0,2+1,90.0,68.0,4 Yaşında,3.0,28.0,Yerden Isıtma,2.0,Beyoğlu,İstiklal
10000000.0,4+1,220.0,180.0,29 Yaşında,5.0,5.0,Kombi,3.0,Büyükçekmece,Mimaroba
4199000.0,2+1,130.0,115.0,6 Yaşında,6.0,10.0,Merkezi (Pay Öl...,2.0,Esenyurt,Piri Reis
24500000.0,2+1,90.0,83.0,7 Yaşında,4.0,8.0,Kombi,2.0,Kadıköy,Erenköy
6590000.0,3+1,135.0,120.0,16 Yaşında,,3.0,Kombi,2.0,Büyükçekmece,Ekinoba
6500000.0,2+1,105.0,90.0,Sıfır Bina,1.0,3.0,Kombi,2.0,Avcılar,Firuzköy
7120000.0,3+1,155.0,140.0,11 Yaşında,,6.0,Kombi,1.0,Pendik,Kaynarca
7550000.0,3+1,140.0,110.0,6 Yaşında,3.0,12.0,Merkezi (Pay Öl...,2.0,Arnavutköy,Deliklikaya
15000000.0,3+1,138.0,110.0,Sıfır Bina,1.0,4.0,Kombi,2.0,Üsküdar,Kirazlıtepe
4150000.0,2+1,75.0,70.0,6 Yaşında,,3.0,Kombi,1.0,Avcılar,Cihangir
4400000.0,3+1,150.0,135.0,21 Yaşında,9.0,15.0,Merkezi,1.0,Beylikdüzü,Adnan Kahveci
20500000.0,3+1,140.0,105.0,6 Yaşında,5.0,12.0,Kombi,2.0,Kadıköy,Feneryolu
1750000.0,1+1,75.0,65.0,31 Yaşında,4.0,5.0,Kombi,1.0,Küçükçekmece,Sultan Murat
3200000.0,2+1,80.0,75.0,31 Yaşında,,4.0,Kombi,1.0,Beyoğlu,Halıcıoğlu
8250000.0,5+2,205.0,180.0,6 Yaşında,15.0,15.0,Merkezi (Pay Öl...,2.0,Kartal,Yakacık Yeni
5349000.0,1+1,70.0,60.0,6 Yaşında,9.0,12.0,Merkezi (Pay Öl...,1.0,Sancaktepe,Osmangazi
122000000.0,4+1,366.0,188.0,Sıfır Bina,5.0,9.0,Yerden Isıtma,4.0,Şişli,Teşvikiye
6550000.0,5+1,175.0,160.0,6 Yaşında,3.0,3.0,Kombi,3.0,Sancaktepe,Safa
3599999.0,1+1,120.0,80.0,2 Yaşında,3.0,28.0,Merkezi (Pay Öl...,1.0,Başakşehir,Bahçeşehir 2. Kısım
5270000.0,2+1,82.0,70.0,16 Yaşında,1.0,5.0,Kombi,1.0,Maltepe,Fındıklı
6300000.0,2+1,87.0,78.0,Sıfır Bina,2.0,10.0,Kombi,1.0,Pendik,Esenler
6199000.0,1+1,72.0,60.0,Sıfır Bina,10.0,28.0,Merkezi (Pay Öl...,1.0,Avcılar,Tahtakale
13950000.0,2+1,90.0,78.0,3 Yaşında,7.0,8.0,Kombi,1.0,Kadıköy,Merdivenköy
5850000.0,1+1,57.0,50.0,5 Yaşında,3.0,5.0,Merkezi (Pay Öl...,1.0,Küçükçekmece,Atakent
3099000.0,1+1,85.0,75.0,21 Yaşında,,4.0,Kombi,1.0,Sancaktepe,Sarıgazi
12500000.0,2+1,125.0,100.0,6 Yaşında,4.0,5.0,Merkezi (Pay Öl...,2.0,Arnavutköy,Atatürk
5350000.0,3+1,155.0,145.0,16 Yaşında,,12.0,Kombi,2.0,Beylikdüzü,Adnan Kahveci
5950000.0,2+1,90.0,84.0,2 Yaşında,2.0,5.0,Kombi,1.0,Avcılar,Merkez
7000000.0,2+1,100.0,85.0,6 Yaşında,6.0,10.0,Merkezi (Pay Öl...,1.0,Eyüpsultan,Güzeltepe
14750000.0,3+1,140.0,130.0,21 Yaşında,2.0,4.0,Kombi,2.0,Sarıyer,Poligon
6200000.0,1+1,70.0,60.0,11 Yaşında,,5.0,Kombi,1.0,Şişli,Mecidiyeköy
8750000.0,4+2,170.0,140.0,Sıfır Bina,2.0,2.0,Kombi,2.0,Avcılar,Cihangir
13250000.0,1+1,54.0,40.0,Sıfır Bina,,7.0,Kombi,,Kadıköy,Suadiye
4200000.0,2+1,68.0,62.0,6 Yaşında,,4.0,Kombi,1.0,Ataşehir,İnönü
11000000.0,3+1,120.0,100.0,Sıfır Bina,5.0,6.0,Kombi,1.0,Pendik,Batı
18750000.0,1+1,81.0,56.0,6 Yaşında,10.0,20.0,Yerden Isıtma,1.0,Sarıyer,Ayazağa
5850000.0,2+0,90.0,80.0,19 Yaşında,3.0,4.0,Kombi,1.0,Ümraniye,Çakmak
5480000.0,2+1,90.0,70.0,11 Yaşında,4.0,5.0,Kombi,1.0,Çekmeköy,Hamidiye
12000000.0,1+1,63.0,54.0,Sıfır Bina,1.0,6.0,Kombi,1.0,Kadıköy,Caferağa
16500000.0,3+1,100.0,85.0,1 Yaşında,2.0,5.0,Kombi,2.0,Üsküdar,Acıbadem
10700000.0,3+1,168.0,150.0,11 Yaşında,1.0,18.0,Merkezi (Pay Öl...,2.0,Avcılar,Tahtakale
15399000.0,4+1,240.0,165.0,Sıfır Bina,3.0,4.0,Yerden Isıtma,2.0,Başakşehir,Bahçeşehir 2. Kısım
6700000.0,2+1,133.0,95.0,Sıfır Bina,,11.0,Yerden Isıtma,2.0,Tuzla,Aydınlı
6199000.0,2+10,105.0,90.0,Sıfır Bina,,6.0,Kombi,10.0,Avcılar,Mustafa Kemal Paşa
17500000.0,3+1,115.0,89.0,1 Yaşında,2.0,7.0,Kombi,2.0,Kadıköy,Bostancı
8100000.0,2+1,100.0,76.0,6 Yaşında,3.0,10.0,Kombi,1.0,Sarıyer,Ayazağa
5250000.0,2+1,98.0,88.0,2 Yaşında,,9.0,Kombi,1.0,Çekmeköy,Çamlık
25000000.0,3+1,140.0,105.0,5 Yaşında,5.0,12.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
8650000.0,3+1,110.0,100.0,11 Yaşında,2.0,3.0,Kombi,1.0,Maltepe,Aydınevler
15400000.0,5+2,200.0,170.0,1 Yaşında,7.0,7.0,Kombi,3.0,Maltepe,Gülsuyu
2980000.0,2+1,95.0,80.0,21 Yaşında,1.0,5.0,Kombi,2.0,Küçükçekmece,Yeni Mahalle
16500000.0,3+1,170.0,135.0,6 Yaşında,4.0,6.0,Merkezi (Pay Öl...,2.0,Maltepe,İdealtepe
4880000.0,2+1,92.0,80.0,Sıfır Bina,2.0,5.0,Kombi,1.0,Sultanbeyli,Orhangazi
5700000.0,1+1,52.0,42.0,10 Yaşında,1.0,4.0,Kombi,1.0,Maltepe,Küçükyalı
10800000.0,5+2,290.0,250.0,11 Yaşında,5.0,5.0,Kombi,3.0,Küçükçekmece,Cennet
2300000.0,2+1,85.0,80.0,26 Yaşında,4.0,5.0,Doğalgaz Sobası,1.0,Küçükçekmece,Gültepe
3250000.0,2+1,75.0,70.0,11 Yaşında,,4.0,Kombi,1.0,Küçükçekmece,Mehmet Akif
4375000.0,2+1,100.0,90.0,6 Yaşında,1.0,4.0,Kombi,1.0,Beylikdüzü,Dereağzı
6000000.0,2+1,85.0,75.0,6 Yaşında,3.0,5.0,Kombi,2.0,Kağıthane,Sultan Selim
119000000.0,7+2,480.0,420.0,5 Yaşında,5.0,6.0,Merkezi (Pay Öl...,,Bakırköy,Şenlikköy
12650000.0,3+1,150.0,120.0,11 Yaşında,12.0,13.0,Kombi,2.0,Ümraniye,Tatlısu
10800000.0,3+1,131.0,92.0,Sıfır Bina,6.0,13.0,Merkezi (Pay Öl...,2.0,Kağıthane,Talatpaşa
9500000.0,2+1,128.0,97.0,3 Yaşında,3.0,8.0,Merkezi (Pay Öl...,2.0,Büyükçekmece,Güzelce
14450000.0,6+2,260.0,230.0,6 Yaşında,5.0,5.0,Kombi,3.0,Bahçelievler,Şirinevler
16000000.0,3+1,156.0,145.0,6 Yaşında,6.0,9.0,Merkezi (Pay Öl...,2.0,Küçükçekmece,Atakent
11000000.0,3+1,185.0,165.0,30 Yaşında,,4.0,Kombi,2.0,Şişli,Mecidiyeköy
2340000.0,1+1,60.0,38.0,1 Yaşında,,8.0,Kombi,1.0,Esenyurt,Yenikent
6500000.0,3+1,120.0,110.0,11 Yaşında,13.0,13.0,Kombi,1.0,Başakşehir,Güvercintepe
25000000.0,3+1,140.0,105.0,5 Yaşında,5.0,12.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
6500000.0,2+1,90.0,85.0,1 Yaşında,3.0,4.0,Kombi,1.0,Ümraniye,Parseller
6250000.0,2+1,98.0,77.0,Sıfır Bina,,6.0,Merkezi (Pay Öl...,,Esenler,15 Temmuz
6200000.0,2+1,85.0,70.0,Sıfır Bina,8.0,12.0,Merkezi,1.0,Küçükçekmece,Fatih
16500000.0,3+1,170.0,135.0,6 Yaşında,4.0,6.0,Merkezi (Pay Öl...,2.0,Maltepe,İdealtepe
5700000.0,1+1,52.0,42.0,10 Yaşında,1.0,4.0,Kombi,1.0,Maltepe,Küçükyalı
2650000.0,1+1,60.0,55.0,1 Yaşında,,4.0,Kombi,1.0,Silivri,Yeni
3100000.0,2+1,75.0,70.0,35 Yaşında,,3.0,Kombi,1.0,Fatih,Cerrahpaşa
21495000.0,3+1,125.0,95.0,Sıfır Bina,6.0,7.0,Yerden Isıtma,2.0,Kadıköy,Göztepe
2550000.0,1+1,70.0,68.0,31 Yaşında,2.0,4.0,Kombi,1.0,Beyoğlu,Küçük Piyale
6700000.0,2+1,90.0,80.0,3 Yaşında,2.0,3.0,Kombi,1.0,Küçükçekmece,Yeşilova
8500000.0,3+1,150.0,140.0,Sıfır Bina,2.0,4.0,Kombi,2.0,Büyükçekmece,Fatih
12500000.0,2+1,100.0,85.0,9 Yaşında,1.0,6.0,Kombi,1.0,Beşiktaş,Dikilitaş
8600000.0,3+2,165.0,150.0,12 Yaşında,,5.0,Kombi,2.0,Beyoğlu,Küçük Piyale
10000000.0,1+1,78.0,60.0,11 Yaşında,9.0,15.0,Kombi,1.0,Gaziosmanpaşa,Karayolları
4199999.0,3+1,150.0,144.0,1 Yaşında,2.0,5.0,Kombi,1.0,Beylikdüzü,Marmara
27000000.0,5+2,250.0,185.0,Sıfır Bina,4.0,4.0,Kombi,4.0,Maltepe,Altıntepe
2750000.0,1+1,65.0,55.0,Sıfır Bina,,4.0,Kombi,1.0,Esenler,Tuna
38000000.0,3+2,250.0,220.0,6 Yaşında,4.0,4.0,Yerden Isıtma,3.0,Bakırköy,Yeşilköy
5450000.0,1+1,55.0,45.0,Sıfır Bina,2.0,3.0,Kombi,1.0,Ataşehir,İnönü
39700000.0,4+1,228.0,140.0,1 Yaşında,1.0,8.0,Kombi,3.0,Sarıyer,Ayazağa
5675000.0,2+1,95.0,85.0,4 Yaşında,3.0,5.0,Kombi,1.0,Küçükçekmece,Cumhuriyet
13250000.0,3+1,120.0,95.0,5 Yaşında,2.0,3.0,Kombi,1.0,Maltepe,İdealtepe
7000000.0,1+1,65.0,60.0,30 Yaşında,,3.0,Soba,1.0,Adalar,Burgazada
3300000.0,2+1,85.0,75.0,40 Yaşında,1.0,4.0,Kombi,1.0,Fatih,Koca Mustafapaşa
3725000.0,1+1,70.0,50.0,6 Yaşında,15.0,30.0,Merkezi (Pay Öl...,1.0,Avcılar,Yeşilkent
6800000.0,3+1,110.0,100.0,11 Yaşında,4.0,5.0,Kombi,2.0,Kartal,Hürriyet
4250000.0,2+1,110.0,95.0,6 Yaşında,9.0,18.0,Kombi,1.0,Esenyurt,Mehterçeşme
3335000.0,2+1,85.0,80.0,5 Yaşında,,4.0,Kombi,2.0,Başakşehir,Güvercintepe
4350000.0,2+1,80.0,70.0,6 Yaşında,,4.0,Kombi,1.0,Çekmeköy,Merkez
13000000.0,2+1,65.0,55.0,6 Yaşında,3.0,5.0,Kombi,1.0,Beyoğlu,Pürtelaş Hasan Efendi
6250000.0,2+1,98.0,77.0,Sıfır Bina,,6.0,Merkezi (Pay Öl...,,Esenler,15 Temmuz
7650000.0,2+1,104.0,75.0,2 Yaşında,1.0,7.0,Yerden Isıtma,1.0,Başakşehir,Ziya Gökalp
4800000.0,1+1,75.0,70.0,16 Yaşında,,5.0,Kombi,1.0,Şişli,Paşa
4500000.0,2+1,88.0,85.0,13 Yaşında,3.0,4.0,Kombi,1.0,Bahçelievler,Zafer
7700000.0,3+1,120.0,110.0,Sıfır Bina,8.0,8.0,Kombi,1.0,Bahçelievler,Şirinevler
11450000.0,3+1,145.0,115.0,35 Yaşında,6.0,10.0,Kombi,1.0,Kadıköy,19 Mayıs
2280000.0,1+1,60.0,55.0,6 Yaşında,6.0,7.0,Kombi,1.0,Esenyurt,Cumhuriyet
6480000.0,3+1,115.0,100.0,15 Yaşında,14.0,14.0,Kombi,1.0,Başakşehir,Güvercintepe
4825000.0,2+1,85.0,70.0,16 Yaşında,2.0,5.0,Kombi,1.0,Ümraniye,Çakmak
4000000.0,1+1,65.0,55.0,13 Yaşında,,5.0,Kombi,1.0,Ümraniye,Armağanevler
12000000.0,3+1,200.0,130.0,4 Yaşında,21.0,34.0,Merkezi (Pay Öl...,3.0,Bağcılar,15 Temmuz
5450000.0,1+1,55.0,45.0,Sıfır Bina,2.0,3.0,Kombi,1.0,Ataşehir,İnönü
4250000.0,3+1,125.0,115.0,25 Yaşında,1.0,4.0,Kombi,1.0,Eyüpsultan,Yeşilpınar
10900000.0,2+1,110.0,90.0,11 Yaşında,1.0,10.0,Merkezi (Pay Öl...,2.0,Zeytinburnu,Maltepe
11000000.0,3+1,156.0,120.0,6 Yaşında,15.0,24.0,Yerden Isıtma,2.0,Küçükçekmece,Atakent
16500000.0,2+1,80.0,70.0,Sıfır Bina,5.0,6.0,Kombi,1.0,Beşiktaş,Dikilitaş
2750000.0,2+1,115.0,85.0,13 Yaşında,1.0,5.0,Kombi,1.0,Esenyurt,Güzelyurt
3750000.0,2+1,110.0,100.0,Sıfır Bina,1.0,4.0,Kombi,1.0,Beylikdüzü,Yakuplu
2500000.0,1+1,70.0,50.0,11 Yaşında,,5.0,Kombi,1.0,Esenyurt,Turgut Özal
6900000.0,3+1,140.0,130.0,21 Yaşında,1.0,5.0,Kombi,1.0,Eyüpsultan,Yeşilpınar
8175000.0,2+1,75.0,65.0,2 Yaşında,1.0,6.0,Merkezi (Pay Öl...,1.0,Kağıthane,Yahya Kemal
3900000.0,2+1,90.0,80.0,11 Yaşında,,6.0,Kombi,2.0,Kağıthane,Gürsel
27500000.0,3+1,170.0,130.0,15 Yaşında,21.0,29.0,Fancoil Ünitesi,2.0,Sarıyer,Maslak
11000000.0,2+1,90.0,85.0,28 Yaşında,,5.0,Kombi,1.0,Sarıyer,İstinye
4850000.0,1+1,50.0,40.0,Sıfır Bina,,3.0,Kombi,1.0,Kadıköy,Hasanpaşa
2350000.0,2+1,110.0,100.0,6 Yaşında,,6.0,Kombi,2.0,Esenyurt,Ardıçlı
6500000.0,3+1,125.0,100.0,7 Yaşında,,3.0,Kombi,1.0,Küçükçekmece,Yeşilova
3249000.0,2+1,110.0,95.0,11 Yaşında,3.0,5.0,Kombi,1.0,Esenyurt,Battalgazi
21550000.0,3+1,110.0,100.0,Sıfır Bina,7.0,10.0,Kombi,1.0,Kadıköy,Erenköy
4650000.0,2+1,100.0,85.0,26 Yaşında,,5.0,Kombi,1.0,Beyoğlu,Sütlüce
7650000.0,2+1,86.0,70.0,1 Yaşında,7.0,9.0,Merkezi (Pay Öl...,1.0,Eyüpsultan,Yeşilpınar
4000000.0,2+1,100.0,90.0,9 Yaşında,,5.0,Kombi,1.0,Küçükçekmece,Fevzi Çakmak
4749000.0,2+1,85.0,80.0,Sıfır Bina,2.0,5.0,Kombi,1.0,Sultangazi,İsmetpaşa
5000000.0,2+1,92.0,82.0,Sıfır Bina,2.0,4.0,Yerden Isıtma,1.0,Silivri,Selimpaşa
28250000.0,3+1,217.0,187.0,11 Yaşında,,2.0,Kombi,2.0,Sarıyer,Uskumruköy
8000000.0,1+1,40.0,35.0,31 Yaşında,13.0,14.0,Merkezi,1.0,Bakırköy,Ataköy 7-8-9-10. Kısım
13030001.0,4+1,130.0,100.0,3 Yaşında,4.0,5.0,Kombi,2.0,Kadıköy,Hasanpaşa
2700000.0,2+1,120.0,100.0,26 Yaşında,3.0,4.0,Kombi,1.0,Sultanbeyli,Fatih
5400000.0,1+1,85.0,65.0,32 Yaşında,6.0,6.0,Klima,1.0,Şişli,Merkez
1295000.0,2+1,130.0,120.0,10 Yaşında,3.0,6.0,Kombi,1.0,Esenyurt,Fatih
65000000.0,5+1,220.0,180.0,Sıfır Bina,11.0,11.0,Kombi,4.0,Kadıköy,Suadiye
15250000.0,3+1,135.0,130.0,10 Yaşında,2.0,4.0,Kombi,2.0,Üsküdar,Zeynep Kamil
2575000.0,3+1,130.0,115.0,11 Yaşında,7.0,30.0,Kombi,1.0,Esenyurt,Akevler
2350000.0,1+1,80.0,75.0,7 Yaşında,,6.0,Kombi,1.0,Başakşehir,Bahçeşehir 2. Kısım
6250000.0,3+1,145.0,125.0,Sıfır Bina,2.0,5.0,Kombi,2.0,Beylikdüzü,Kavaklı
6499999.0,3+1,140.0,100.0,Sıfır Bina,,5.0,Kombi,3.0,Sultanbeyli,Necip Fazıl
5500000.0,2+1,105.0,95.0,3 Yaşında,2.0,4.0,Kombi,1.0,Sancaktepe,Yunus Emre
1499000.0,1+1,80.0,70.0,Sıfır Bina,19.0,25.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
3600000.0,3+1,150.0,140.0,11 Yaşında,11.0,25.0,Merkezi (Pay Öl...,2.0,Esenyurt,Sultaniye
9400000.0,5+2,210.0,188.0,8 Yaşında,4.0,5.0,Kombi,2.0,Zeytinburnu,Veliefendi
3550000.0,1+1,85.0,80.0,6 Yaşında,1.0,12.0,Kombi,1.0,Esenyurt,Zafer
3450000.0,2+1,100.0,85.0,21 Yaşında,,4.0,Kombi,2.0,Çekmeköy,Çamlık
30000000.0,3+1,278.0,187.0,3 Yaşında,21.0,30.0,Merkezi (Pay Öl...,2.0,Maltepe,Cevizli
7450000.0,3+1,120.0,100.0,30 Yaşında,1.0,5.0,Kombi,1.0,Maltepe,Altıntepe
7650000.0,2+1,86.0,70.0,1 Yaşında,7.0,9.0,Merkezi (Pay Öl...,1.0,Eyüpsultan,Yeşilpınar
6150000.0,3+1,110.0,100.0,6 Yaşında,,3.0,Kombi,2.0,Ataşehir,İnönü
4749000.0,2+1,85.0,80.0,Sıfır Bina,2.0,5.0,Kombi,1.0,Sultangazi,İsmetpaşa
4950000.0,2+1,85.0,70.0,11 Yaşında,2.0,4.0,Kombi,1.0,Bahçelievler,Yenibosna Merkez
4450000.0,2+1,75.0,67.0,5 Yaşında,,6.0,Kombi,2.0,Pendik,Fatih
9800000.0,2+1,85.0,75.0,Sıfır Bina,9.0,11.0,Merkezi (Pay Öl...,1.0,Ümraniye,İstiklal
35000000.0,4+1,250.0,190.0,6 Yaşında,21.0,24.0,Merkezi (Pay Öl...,2.0,Kadıköy,Fikirtepe
22000000.0,3+2,170.0,150.0,Sıfır Bina,7.0,7.0,Yerden Isıtma,2.0,Pendik,Kaynarca
6000000.0,2+1,78.0,52.0,Sıfır Bina,4.0,4.0,Kombi,1.0,Zeytinburnu,Beştelsiz
6900000.0,3+1,140.0,130.0,21 Yaşında,1.0,5.0,Kombi,1.0,Eyüpsultan,Yeşilpınar
3400000.0,1+1,101.0,70.0,6 Yaşında,11.0,16.0,Merkezi (Pay Öl...,1.0,Esenyurt,Zafer
13000000.0,1+1,90.0,80.0,15 Yaşında,,14.0,Kombi,1.0,Gaziosmanpaşa,Karayolları
10550000.0,1+1,65.0,45.0,5 Yaşında,10.0,15.0,Merkezi (Pay Öl...,1.0,Kağıthane,Seyrantepe
7850000.0,2+1,80.0,70.0,11 Yaşında,3.0,9.0,Kombi,1.0,Maltepe,Bağlarbaşı
8900000.0,3+1,142.0,115.0,4 Yaşında,9.0,14.0,Merkezi (Pay Öl...,2.0,Gaziosmanpaşa,Sarıgöl
29000000.0,3+1,160.0,140.0,Sıfır Bina,5.0,6.0,Kombi,2.0,Beşiktaş,Dikilitaş
