fiyat,oda_salon,metrekare_brut,metrekare_net,bina_yasi,kat,kat_sayisi,isitma,banyo_sayisi,ilce,mahalle
5200000.0,2+1,80.0,70.0,11-15,2.0,3.0,Kombi Doğalgaz,1.0,Küçükçekmece,Gültepe
3500000.0,3+1,130.0,120.0,21 Ve Üzeri,5.0,6.0,Kombi Doğalgaz,1.0,Küçükçekmece,Söğütlü Çeşme
3000000.0,1+1,60.0,50.0,0 (Yeni),,4.0,Kombi Doğalgaz,1.0,Küçükçekmece,Kanarya
6700000.0,1+1,49.0,33.0,5-10,7.0,17.0,Merkezi (Pay Ölçer),1.0,Zeytinburnu,Maltepe
3350000.0,2+1,105.0,90.0,5-10,,5.0,Kombi Doğalgaz,1.0,Esenyurt,Mehmet Akif Ersoy
5800000.0,2+1,115.0,63.0,2,2.0,8.0,Yerden Isıtma,2.0,Esenyurt,Akevler
33500000.0,4+1,153.0,114.0,5-10,6.0,8.0,Yerden Isıtma,2.0,Ataşehir,Atatürk
300000325000.0,2+1,90.0,80.0,5-10,1.0,5.0,Yerden Isıtma,1.0,Silivri,Kavaklı Hürriyet
4250000.0,3+1,125.0,105.0,21 Ve Üzeri,2.0,4.0,Kombi Doğalgaz,1.0,Tuzla,Aydıntepe
3450000.0,3+1,295.0,160.0,16-20,3.0,7.0,Kombi Doğalgaz,2.0,Küçükçekmece,İnönü
2850000.0,1+1,65.0,60.0,5-10,,4.0,Kombi Doğalgaz,1.0,Küçükçekmece,Mehmet Akif
3500000.0,2+1,85.0,80.0,21 Ve Üzeri,3.0,5.0,Kombi Doğalgaz,1.0,Fatih,Ayvansaray
6500000.0,2+1,90.0,80.0,0 (Yeni),5.0,6.0,Kombi Doğalgaz,1.0,Bahçelievler,Kocasinan Merkez
5250000.0,2+1,80.0,70.0,21 Ve Üzeri,3.0,4.0,Kombi Doğalgaz,1.0,Ümraniye,Armağanevler
65000006600000.0,2+1,90.0,75.0,21 Ve Üzeri,9.0,9.0,Merkezi Doğalgaz,1.0,Kartal,Uğur Mumcu
3650000.0,3+1,120.0,115.0,21 Ve Üzeri,2.0,5.0,Kombi Doğalgaz,1.0,Bağcılar,15 Temmuz
2000000.0,1+1,58.0,50.0,5-10,,14.0,Merkezi (Pay Ölçer),1.0,Esenyurt,Koza
6550000.0,3+1,160.0,145.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Sultanbeyli,Mimar Sinan
5900000.0,2+1,85.0,75.0,3,2.0,5.0,Kombi Doğalgaz,2.0,Sultanbeyli,Mehmet Akif
8210000.0,3+1,140.0,120.0,16-20,2.0,4.0,Kombi Doğalgaz,2.0,Gaziosmanpaşa,Karadeniz
10500000.0,4+1,175.0,145.0,21 Ve Üzeri,9.0,16.0,Kombi Doğalgaz,2.0,Bağcılar,Demirkapı
61900006290000.0,3+1,145.0,130.0,21 Ve Üzeri,1.0,7.0,Kombi Doğalgaz,2.0,Beylikdüzü,Barış
9500000.0,3+1,105.0,95.0,0 (Yeni),6.0,7.0,Kombi Doğalgaz,1.0,Pendik,Batı
9500000.0,2+1,90.0,70.0,0 (Yeni),6.0,10.0,Yerden Isıtma,1.0,Pendik,Doğu
6650000.0,1+1,70.0,55.0,0 (Yeni),6.0,10.0,Yerden Isıtma,1.0,Pendik,Doğu
2600000.0,2+1,85.0,80.0,21 Ve Üzeri,,4.0,Kombi Doğalgaz,1.0,Avcılar,Denizköşkler
3500000.0,3+1,150.0,135.0,21 Ve Üzeri,4.0,5.0,Kombi Doğalgaz,1.0,Bahçelievler,Cumhuriyet
9700000.0,3+1,110.0,100.0,0 (Yeni),1.0,6.0,Kombi Doğalgaz,1.0,Bahçelievler,Siyavuşpaşa
12500000.0,3+1,125.0,100.0,21 Ve Üzeri,2.0,4.0,Kombi Doğalgaz,1.0,Kadıköy,Bostancı
20000000.0,3.5+1,166.0,120.0,0 (Yeni),3.0,6.0,Yerden Isıtma,2.0,Üsküdar,Küçüksu
10000000.0,1+1,65.0,60.0,0 (Yeni),1.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Mehmet Akif Ersoy
3500000.0,2+1,110.0,100.0,21 Ve Üzeri,9.0,9.0,Kombi Doğalgaz,1.0,Pendik,Kaynarca
5750000.0,3+1,130.0,120.0,21 Ve Üzeri,2.0,4.0,Kombi Doğalgaz,1.0,Sultangazi,Uğur Mumcu
6600000.0,2+1,100.0,90.0,4,4.0,5.0,Kombi Doğalgaz,2.0,Esenler,Namık Kemal
9985000.0,2+1,90.0,80.0,0 (Yeni),8.0,8.0,Yerden Isıtma,1.0,Pendik,Doğu
7295000.0,3+1,120.0,100.0,5-10,1.0,9.0,Kombi Doğalgaz,2.0,Pendik,Güllü Bağlar
1750000.0,1+1,55.0,50.0,5-10,9.0,10.0,Merkezi (Pay Ölçer),1.0,Silivri,Mimar Sinan
5250000.0,2+1,100.0,85.0,3,5.0,6.0,Kombi Doğalgaz,2.0,Silivri,Yeni
5399999.0,3+1,135.0,125.0,5-10,3.0,6.0,Kombi Doğalgaz,2.0,Silivri,Yeni
6750000.0,2+1,90.0,78.0,0 (Yeni),2.0,4.0,Kombi Doğalgaz,2.0,Sancaktepe,Meclis
12750000.0,2+1,150.0,120.0,0 (Yeni),6.0,6.0,Kombi Doğalgaz,2.0,Zeytinburnu,Veliefendi
13000000.0,2+1,110.0,85.0,2,8.0,10.0,Merkezi (Pay Ölçer),2.0,Maltepe,Esenkent
4500000.0,3+1,120.0,110.0,21 Ve Üzeri,5.0,5.0,Merkezi (Pay Ölçer),1.0,Pendik,Fevzi Çakmak
3300000.0,2+1,75.0,54.0,16-20,10.0,10.0,Kombi Doğalgaz,1.0,Arnavutköy,Hadımköy
5950000.0,3+1,95.0,82.0,5-10,2.0,3.0,Kombi Doğalgaz,2.0,Sancaktepe,Yenidoğan
6290000.0,2+1,90.0,75.0,11-15,7.0,7.0,Merkezi Doğalgaz,1.0,Çekmeköy,Sultançiftliği
3700000.0,1+1,65.0,55.0,5-10,,5.0,Kombi Doğalgaz,1.0,Çekmeköy,Cumhuriyet
6100000.0,4+2,150.0,135.0,0 (Yeni),3.0,4.0,Kombi Doğalgaz,2.0,Arnavutköy,Boğazköy İstiklal
8250000.0,2+1,105.0,85.0,21 Ve Üzeri,,5.0,Kombi Doğalgaz,1.0,Çekmeköy,Hamidiye
6650000.0,2+1,95.0,80.0,0 (Yeni),5.0,10.0,Kombi Doğalgaz,2.0,Çekmeköy,Soğukpınar
8250000.0,2+1,105.0,85.0,21 Ve Üzeri,,5.0,Kombi Doğalgaz,1.0,Çekmeköy,Hamidiye
6900000.0,3+1,120.0,105.0,11-15,2.0,4.0,Kombi Doğalgaz,1.0,Pendik,Dumlupınar
3950000.0,1+1,50.0,45.0,11-15,,5.0,Kombi Doğalgaz,1.0,Üsküdar,Valide-i Atik
4800000.0,2+1,85.0,80.0,21 Ve Üzeri,,4.0,Kombi Doğalgaz,1.0,Üsküdar,Ahmediye
27000000.0,3+2,200.0,180.0,0 (Yeni),5.0,5.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
19750000.0,3+2,120.0,110.0,0 (Yeni),5.0,5.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
28500000.0,3+2,210.0,180.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
2850000.0,2+1,80.0,75.0,21 Ve Üzeri,,4.0,Kombi Doğalgaz,1.0,Üsküdar,Valide-i Atik
12950000.0,2+2,130.0,110.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
12950000.0,2+2,130.0,110.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
14750000.0,2+2,135.0,110.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,0.0,Üsküdar,Mimar Sinan
14750000.0,3+1,135.0,110.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
7350000.0,2+2,85.0,80.0,2,,4.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
7350000.0,2+2,85.0,80.0,2,,4.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
6250000.0,1+1,50.0,45.0,0 (Yeni),,4.0,Kombi Doğalgaz,1.0,Üsküdar,Mimar Sinan
6500000.0,2+1,105.0,90.0,21 Ve Üzeri,,4.0,Kombi Doğalgaz,1.0,Üsküdar,Ahmediye
6500000.0,2+1,105.0,90.0,21 Ve Üzeri,4.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Ahmediye
8750000.0,3+1,110.0,100.0,21 Ve Üzeri,3.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Salacak
8750000.0,3+1,110.0,100.0,21 Ve Üzeri,3.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Salacak
11250000.0,2+1,80.0,70.0,0 (Yeni),1.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Selami Ali
16500000.0,3+2,170.0,150.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Selami Ali
8500000.0,3+1,125.0,110.0,21 Ve Üzeri,4.0,5.0,Merkezi (Pay Ölçer),2.0,Üsküdar,Ahmediye
17000000.0,3+2,170.0,150.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,İcadiye
16500000.0,3+2,170.0,150.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Selami Ali
6950000.0,2+1,80.0,75.0,11-15,4.0,5.0,Kombi Doğalgaz,1.0,Üsküdar,Murat Reis
15000000.0,3+1,125.0,110.0,0 (Yeni),2.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Selami Ali
8800000.0,2+1,90.0,70.0,1,3.0,5.0,Kombi Doğalgaz,1.0,Üsküdar,Murat Reis
6250000.0,1+1,50.0,45.0,0 (Yeni),,5.0,Kombi Doğalgaz,1.0,Üsküdar,Mimar Sinan
5500000.0,2+1,85.0,80.0,21 Ve Üzeri,4.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Mimar Sinan
6175000.0,2+1,75.0,65.0,0 (Yeni),,4.0,Kombi Doğalgaz,1.0,Üsküdar,Mimar Sinan
6175000.0,2+1,75.0,65.0,0 (Yeni),,4.0,Kombi Doğalgaz,1.0,Üsküdar,Mimar Sinan
5350000.0,2+1,75.0,70.0,11-15,5.0,5.0,Kombi Doğalgaz,1.0,Üsküdar,Murat Reis
7500000.0,3+1,125.0,120.0,21 Ve Üzeri,2.0,3.0,Kombi Doğalgaz,1.0,Üsküdar,Valide-i Atik
4700000.0,2+1,85.0,75.0,21 Ve Üzeri,2.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Zeynep Kamil
18900000.0,3+2,185.0,170.0,0 (Yeni),5.0,5.0,Kombi Doğalgaz,2.0,Üsküdar,Ahmediye
2250000.0,1+1,60.0,50.0,21 Ve Üzeri,,4.0,Kombi Doğalgaz,1.0,Üsküdar,Zeynep Kamil
5500000.0,2+1,85.0,75.0,21 Ve Üzeri,1.0,4.0,Kombi Doğalgaz,1.0,Üsküdar,Ahmediye
4650000.0,2+1,80.0,75.0,21 Ve Üzeri,3.0,5.0,Kombi Doğalgaz,1.0,Üsküdar,Zeynep Kamil
12950000.0,2+2,130.0,110.0,0 (Yeni),4.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Mimar Sinan
5200000.0,2+1,95.0,90.0,5-10,12.0,12.0,Merkezi (Pay Ölçer),2.0,Esenyurt,Koza
38000004100000.0,2+1,85.0,75.0,0 (Yeni),,4.0,Kombi Doğalgaz,1.0,Arnavutköy,Mustafa Kemal Paşa
5250000.0,1+1,110.0,82.0,5-10,1.0,14.0,Merkezi (Pay Ölçer),1.0,Esenyurt,Aşık Veysel
16700000.0,4+1,203.0,155.0,3,1.0,8.0,Merkezi (Pay Ölçer),2.0,Büyükçekmece,Güzelce
15900000.0,3+2,200.0,180.0,21 Ve Üzeri,3.0,3.0,Kombi Doğalgaz,2.0,Beşiktaş,Mecidiye
7950000.0,3+1,147.0,100.0,4,9.0,18.0,Merkezi (Pay Ölçer),2.0,Esenyurt,Orhan Gazi
7450000.0,5+2,320.0,270.0,16-20,3.0,3.0,Kombi Doğalgaz,3.0,Büyükçekmece,Cumhuriyet
8750000.0,2+1,140.0,110.0,21 Ve Üzeri,16.0,20.0,Merkezi Doğalgaz,1.0,Başakşehir,Bahçeşehir 2. Kısım
15950000.0,2+1,90.0,85.0,0 (Yeni),1.0,5.0,Kombi Doğalgaz,2.0,Bakırköy,Zuhuratbaba
5790000.0,3+1,125.0,120.0,4,8.0,16.0,Merkezi (Pay Ölçer),2.0,Esenyurt,Akevler
8500000.0,2+1,95.0,88.0,0 (Yeni),3.0,4.0,Yerden Isıtma,2.0,Çekmeköy,Merkez
2950000.0,3+1,130.0,120.0,21 Ve Üzeri,1.0,5.0,Kombi Doğalgaz,2.0,Avcılar,Cihangir
7290000.0,3+1,120.0,115.0,0 (Yeni),2.0,4.0,Kombi Doğalgaz,1.0,Bahçelievler,Zafer
4550000.0,2+1,105.0,95.0,21 Ve Üzeri,3.0,4.0,Kombi Doğalgaz,2.0,Bayrampaşa,Terazidere
6500000.0,2+1,114.0,104.0,0 (Yeni),1.0,7.0,Kombi Doğalgaz,2.0,Sultanbeyli,Battalgazi
3250000.0,2+1,85.0,80.0,21 Ve Üzeri,,5.0,Kombi Doğalgaz,1.0,Bahçelievler,Şirinevler
6150000.0,3+1,120.0,105.0,5-10,4.0,4.0,Kombi Doğalgaz,2.0,Silivri,Selimpaşa
13500000.0,3+1,120.0,105.0,21 Ve Üzeri,3.0,13.0,Kombi Doğalgaz,1.0,Şişli,Esentepe
6700000.0,3+1,165.0,150.0,21 Ve Üzeri,7.0,9.0,Kombi Doğalgaz,2.0,Beylikdüzü,Sahil
7350000.0,2+1,100.0,80.0,16-20,2.0,5.0,Kombi Doğalgaz,1.0,Üsküdar,Bulgurlu
7300000.0,3+1,125.0,115.0,5-10,3.0,5.0,Kombi Doğalgaz,1.0,Küçükçekmece,Cumhuriyet
5100000.0,2+1,100.0,85.0,0 (Yeni),3.0,6.0,Kombi Doğalgaz,1.0,Tuzla,Şifa
3850000.0,2+1,80.0,75.0,21 Ve Üzeri,,5.0,Kombi Doğalgaz,1.0,Fatih,Silivrikapı
9399000.0,4+2,180.0,160.0,5-10,5.0,5.0,Kombi Doğalgaz,2.0,Beylikdüzü,Yakuplu
3200000.0,2+1,105.0,95.0,5-10,18.0,25.0,Kombi Doğalgaz,1.0,Esenyurt,Mehmet Akif Ersoy
6500000.0,2+1,95.0,85.0,21 Ve Üzeri,1.0,4.0,Kombi Doğalgaz,1.0,Arnavutköy,Mavigöl
18150000.0,5+2,270.0,250.0,3,9.0,10.0,Merkezi Doğalgaz,3.0,Beylikdüzü,Cumhuriyet
1920000.0,1+1,50.0,45.0,16-20,,4.0,Kombi Doğalgaz,1.0,Bahçelievler,Zafer
16900000.0,3+1,110.0,95.0,0 (Yeni),2.0,5.0,Kombi Doğalgaz,2.0,Beşiktaş,Dikilitaş
3150000.0,2+1,75.0,70.0,16-20,5.0,5.0,Kombi Doğalgaz,1.0,Bahçelievler,Zafer
5150000.0,2+1,85.0,80.0,5-10,2.0,5.0,Kombi Doğalgaz,1.0,Sultangazi,Yunus Emre
3850000.0,2+1,81.0,80.0,21 Ve Üzeri,,4.0,Kombi Doğalgaz,1.0,Fatih,Silivrikapı
24000000.0,3+1,160.0,145.0,5-10,1.0,4.0,Merkezi (Pay Ölçer),2.0,Üsküdar,Küçüksu
10450000.0,1+1,75.0,57.0,5-10,4.0,7.0,Isıtma Yok,1.0,Pendik,Dumlupınar
10800000.0,2+1,113.0,87.0,5-10,8.0,9.0,Isıtma Yok,2.0,Pendik,Dumlupınar
12300000.0,3+1,140.0,117.0,5-10,2.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
14700000.0,3+1,245.0,118.0,5-10,7.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
32800000.0,2+1,138.0,75.0,5-10,4.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
3950000.0,1+1,50.0,40.0,0 (Yeni),2.0,9.0,Merkezi (Pay Ölçer),1.0,Pendik,Kavakpınar
18350000.0,2+1,247.0,100.0,5-10,5.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
10600000.0,2+1,112.0,87.0,5-10,2.0,4.0,Isıtma Yok,1.0,Pendik,Dumlupınar
11350000.0,2+1,106.0,83.0,5-10,3.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
9300000.0,1+1,139.0,75.0,5-10,4.0,7.0,Isıtma Yok,1.0,Pendik,Dumlupınar
6950000.0,2+1,60.0,53.0,0 (Yeni),1.0,4.0,Kombi Doğalgaz,1.0,Maltepe,Cevizli
25250000.0,2+1,113.0,88.0,5-10,7.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
18700000.0,1+1,158.0,51.0,5-10,7.0,7.0,Isıtma Yok,1.0,Pendik,Dumlupınar
8500000.0,2+1,147.0,88.0,5-10,,8.0,Isıtma Yok,2.0,Pendik,Dumlupınar
11700000.0,3+1,116.0,97.0,5-10,4.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
13200000.0,2+1,99.0,83.0,5-10,7.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
13500000.0,3+1,140.0,117.0,5-10,1.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
12100000.0,2+1,106.0,89.0,5-10,4.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
10900000.0,2+1,95.0,80.0,5-10,2.0,7.0,Isıtma Yok,2.0,Pendik,Dumlupınar
5500000.0,2+2,115.0,95.0,0 (Yeni),,4.0,Yerden Isıtma,2.0,Sultanbeyli,Necip Fazıl
4400000.0,2+1,70.0,60.0,0 (Yeni),,9.0,Merkezi (Pay Ölçer),1.0,Pendik,Kavakpınar
5350000.0,3+1,110.0,90.0,5-10,,6.0,Kombi Doğalgaz,1.0,Pendik,Kavakpınar
6690000.0,2+1,85.0,70.0,0 (Yeni),3.0,4.0,Kombi Doğalgaz,1.0,Pendik,Kurtköy
3800000.0,2+1,75.0,70.0,11-15,,3.0,Kombi Doğalgaz,1.0,Avcılar,Cihangir
3850000.0,3+1,180.0,170.0,21 Ve Üzeri,1.0,5.0,Kombi Doğalgaz,2.0,Avcılar,Denizköşkler
5475000.0,4+1,142.0,130.0,0 (Yeni),3.0,3.0,Kombi Doğalgaz,2.0,Sultanbeyli,Akşemsettin
5500000.0,2+1,105.0,90.0,21 Ve Üzeri,2.0,4.0,Kombi Doğalgaz,1.0,Gaziosmanpaşa,Karlıtepe
2450000.0,2+1,100.0,95.0,5-10,,7.0,Kombi Doğalgaz,1.0,Esenyurt,Mehmet Akif Ersoy
2350000.0,2+1,95.0,90.0,5-10,4.0,7.0,Kombi Doğalgaz,1.0,Esenyurt,Güzelyurt
3350000.0,2+1,100.0,85.0,21 Ve Üzeri,3.0,5.0,Kombi Doğalgaz,1.0,Bağcılar,Kazım Karabekir
7500000.0,5+1,190.0,170.0,21 Ve Üzeri,3.0,4.0,Kombi Doğalgaz,2.0,Üsküdar,Selami Ali
4500000.0,2+1,95.0,85.0,21 Ve Üzeri,2.0,4.0,Kombi Doğalgaz,2.0,Eyüpsultan,Akşemsettin
8200000.0,3+1,120.0,100.0,0 (Yeni),7.0,10.0,Merkezi (Pay Ölçer),1.0,Gaziosmanpaşa,Bağlarbaşı
2200000.0,2+1,75.0,70.0,21 Ve Üzeri,,5.0,Kombi Doğalgaz,1.0,Sultangazi,Yunus Emre
12650000.0,3+1,135.0,105.0,5-10,7.0,17.0,Merkezi (Pay Ölçer),2.0,Esenler,Atışalanı
45000000.0,4+1,220.0,196.0,5-10,2.0,3.0,Kombi Doğalgaz,2.0,Bakırköy,Basınköy
6800000.0,2+1,95.0,75.0,0 (Yeni),7.0,10.0,Kombi Doğalgaz,1.0,Bahçelievler,Kocasinan Merkez
6600000.0,3+1,130.0,115.0,16-20,5.0,5.0,Kombi Doğalgaz,2.0,Çekmeköy,Merkez
2900000.0,2+1,95.0,85.0,21 Ve Üzeri,3.0,6.0,Kombi Doğalgaz,1.0,Güngören,Merkez
3799000.0,2+1,110.0,95.0,5-10,2.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Talatpaşa
7250000.0,1+1,60.0,40.0,0 (Yeni),1.0,15.0,Kombi Doğalgaz,1.0,Kağıthane,Ortabayır
5890000.0,2+1,110.0,90.0,5-10,3.0,5.0,Kombi Doğalgaz,1.0,Beylikdüzü,Adnan Kahveci
3800000.0,2+1,95.0,80.0,0 (Yeni),,5.0,Kombi Doğalgaz,1.0,Avcılar,Tahtakale
8250000.0,4+1,156.0,144.0,21 Ve Üzeri,,7.0,Merkezi (Pay Ölçer),2.0,Esenyurt,Aşık Veysel
4350000.0,1+1,48.0,41.0,0 (Yeni),3.0,4.0,Yerden Isıtma,1.0,Tuzla,Yayla
8650000.0,2+1,115.0,87.0,5-10,2.0,4.0,Kombi Doğalgaz,2.0,Tuzla,Postane
1299000.0,2+1,120.0,100.0,4,,5.0,Kombi Doğalgaz,1.0,Esenyurt,Bağlarçeşme
2299000.0,2+1,105.0,88.0,4,1.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Talatpaşa
20500000.0,3+1,117.0,90.0,0 (Yeni),5.0,9.0,Kombi Doğalgaz,2.0,Kadıköy,Erenköy
4990000.0,3+1,148.0,135.0,4,2.0,5.0,Kombi Doğalgaz,2.0,Beylikdüzü,Yakuplu
23990002450000.0,1+1,75.0,68.0,4,,10.0,Kombi Doğalgaz,1.0,Esenyurt,Güzelyurt
2980000.0,2+1,95.0,88.0,0 (Yeni),3.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Üçevler
2750000.0,2+1,110.0,100.0,4,2.0,6.0,Kombi Doğalgaz,2.0,Esenyurt,Güzelyurt
3250000.0,3+1,150.0,140.0,0 (Yeni),2.0,6.0,Kombi Doğalgaz,2.0,Esenyurt,Yenikent
1700000.0,2+1,130.0,120.0,4,3.0,7.0,Kombi Doğalgaz,1.0,Beylikdüzü,Beylikdüzü OSB
1000000.0,1+1,80.0,68.0,0 (Yeni),3.0,5.0,Kombi Doğalgaz,1.0,Beylikdüzü,Cumhuriyet
2990000.0,2+1,108.0,89.0,5-10,2.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Mehterçeşme
3999000.0,2+1,120.0,100.0,0 (Yeni),4.0,5.0,Kombi Doğalgaz,1.0,Beylikdüzü,Yakuplu
6350000.0,3+1,145.0,125.0,5-10,3.0,6.0,Kombi Doğalgaz,2.0,Beylikdüzü,Adnan Kahveci
5860000.0,2+1,100.0,90.0,21 Ve Üzeri,2.0,5.0,Kombi Doğalgaz,1.0,Beylikdüzü,Kavaklı
16750001749000.0,2+1,95.0,85.0,0 (Yeni),7.0,14.0,Merkezi (Pay Ölçer),1.0,Esenyurt,Zafer
2650000.0,2+1,105.0,89.0,4,8.0,14.0,Kombi Doğalgaz,1.0,Esenyurt,Pınar
13290001350000.0,2+1,103.0,88.0,5-10,,5.0,Kombi Doğalgaz,1.0,Esenyurt,Talatpaşa
1875000.0,2+1,130.0,115.0,0 (Yeni),4.0,15.0,Kombi Doğalgaz,2.0,Esenyurt,Cumhuriyet
4950000.0,2+1,80.0,75.0,0 (Yeni),3.0,4.0,Kombi Doğalgaz,1.0,Bahçelievler,Zafer
3500000.0,2+1,105.0,90.0,21 Ve Üzeri,3.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Turgut Özal
3250000.0,2+1,110.0,100.0,21 Ve Üzeri,1.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Şehitler
22000002290000.0,2+1,100.0,90.0,5-10,1.0,4.0,Kombi Doğalgaz,1.0,Esenyurt,Yeşilkent
20750000.0,3.5+1,179.0,127.0,5-10,11.0,22.0,Merkezi Doğalgaz,2.0,Kadıköy,Fikirtepe
3100000.0,2+1,115.0,110.0,5-10,2.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Osmangazi
26500002850000.0,2+1,110.0,100.0,11-15,,5.0,Kombi Doğalgaz,1.0,Esenyurt,Şehitler
2685000.0,2+1,110.0,100.0,11-15,,5.0,Kombi Doğalgaz,1.0,Esenyurt,Atatürk
3110000.0,2+1,105.0,100.0,5-10,2.0,5.0,Kombi Doğalgaz,1.0,Esenyurt,Osmangazi
4650000.0,2+1,85.0,75.0,5-10,3.0,4.0,Kombi Doğalgaz,1.0,Sancaktepe,Yunus Emre
2970000.0,2+1,95.0,85.0,21 Ve Üzeri,3.0,5.0,Kombi Doğalgaz,1.0,Fatih,Karagümrük
13000000.0,3+1,130.0,110.0,11-15,1.0,3.0,Merkezi Doğalgaz,1.0,Bahçelievler,Bahçelievler
14500000.0,2+1,145.0,95.0,5-10,4.0,4.0,Merkezi (Pay Ölçer),1.0,Bakırköy,Zuhuratbaba
4999000.0,3+1,148.0,135.0,4,2.0,5.0,Kombi Doğalgaz,2.0,,
23990002450000.0,1+1,75.0,68.0,4,,10.0,Kombi Doğalgaz,1.0,,
2750000.0,2+1,110.0,100.0,4,2.0,6.0,Kombi Doğalgaz,2.0,,
3250000.0,3+1,150.0,140.0,0 (Yeni),2.0,6.0,Kombi Doğalgaz,2.0,,
2999000.0,2+1,108.0,89.0,5-10,2.0,5.0,Kombi Doğalgaz,1.0,,
1749000.0,2+1,95.0,85.0,0 (Yeni),7.0,14.0,Merkezi (Pay Ölçer),1.0,,
29990003199000.0,2+1,95.0,88.0,0 (Yeni),3.0,5.0,Kombi Doğalgaz,1.0,,
1700000.0,2+1,130.0,120.0,4,3.0,7.0,Kombi Doğalgaz,1.0,,
1000000.0,1+1,80.0,68.0,0 (Yeni),3.0,5.0,Kombi Doğalgaz,1.0,,
3999000.0,2+1,120.0,100.0,0 (Yeni),4.0,5.0,Kombi Doğalgaz,1.0,,
6290000.0,3+1,145.0,125.0,5-10,3.0,6.0,Kombi Doğalgaz,2.0,,
5860000.0,2+1,100.0,90.0,21 Ve Üzeri,2.0,5.0,Kombi Doğalgaz,1.0,,
2650000.0,2+1,105.0,89.0,4,8.0,14.0,Kombi Doğalgaz,1.0,,
13290001350000.0,2+1,103.0,88.0,5-10,,5.0,Kombi Doğalgaz,1.0,,
1875000.0,2+1,130.0,115.0,0 (Yeni),4.0,15.0,Kombi Doğalgaz,2.0,,
4950000.0,2+1,80.0,75.0,0 (Yeni),3.0,4.0,Kombi Doğalgaz,1.0,,
3500000.0,2+1,105.0,90.0,21 Ve Üzeri,3.0,5.0,Kombi Doğalgaz,1.0,,
3850000.0,3+1,100.0,85.0,16-20,,5.0,Kombi Doğalgaz,1.0,,
3250000.0,2+1,110.0,100.0,21 Ve Üzeri,1.0,5.0,Kombi Doğalgaz,1.0,,
3730000.0,2+1,110.0,90.0,5-10,1.0,5.0,Kombi Fueloil,1.0,,
3950000.0,2+2,130.0,120.0,11-15,3.0,4.0,Kombi Doğalgaz,1.0,,
23250002400000.0,2+1,100.0,90.0,5-10,1.0,4.0,Kombi Doğalgaz,1.0,,
20750000.0,3.5+1,179.0,127.0,5-10,11.0,22.0,Merkezi Doğalgaz,2.0,,
3950000.0,2+1,68.0,65.0,5-10,,6.0,Kombi Doğalgaz,1.0,,
3950000.0,2+1,70.0,65.0,4,2.0,6.0,Kombi Doğalgaz,1.0,,
3100000.0,2+1,115.0,110.0,5-10,2.0,5.0,Kombi Doğalgaz,1.0,,
26500002850000.0,2+1,110.0,100.0,11-15,,5.0,Kombi Doğalgaz,1.0,,
2685000.0,2+1,110.0,100.0,11-15,,5.0,Kombi Doğalgaz,1.0,,
