fiyat,metrekare_brut,metrekare_net,bina_yasi,kat,kat_sayisi,isitma,banyo_sayisi,ilce,mahalle,kat_orani,metrekare_farki,metrekare_verimliligi,oda_sayisi,salon_sayisi,toplam_oda
7600000.0,90.0,80.0,3 Yaşında,3.0,5.0,Kombi,1.0,Ümraniye,Necip Fazıl,0.6,10.0,0.8888888888888888,2.0,1.0,3.0
6500000.0,100.0,90.0,Sıfır Bina,8.0,10.0,Kombi,2.0,Eyüpsultan,Esentepe,0.8,10.0,0.9,2.0,1.0,3.0
7500000.0,125.0,115.0,Sıfır Bina,3.0,4.0,Kombi,1.0,Küçükçekmece,Sultan Murat,0.75,10.0,0.92,3.0,1.0,4.0
8000000.0,125.0,110.0,2 Yaşında,4.0,5.0,Kombi,2.0,Büyükçekmece,Cumhuriyet,0.8,15.0,0.88,3.0,1.0,4.0
6400000.0,110.0,95.0,16 Yaşında,1.0,5.0,Kombi,1.0,Tuzla,İstasyon,0.2,15.0,0.8636363636363636,2.0,1.0,3.0
6350000.0,65.0,50.0,5 Yaşında,6.0,13.0,Merkezi,1.0,Kağıthane,Sultan Selim,0.4615384615384615,15.0,0.7692307692307693,2.0,1.0,3.0
6950000.0,115.0,105.0,26 Yaşında,2.0,4.0,Kombi,1.0,Maltepe,Altıntepe,0.5,10.0,0.9130434782608696,3.0,1.0,4.0
8500000.0,105.0,85.0,Sıfır Bina,6.0,6.0,Kombi,1.0,Bahçelievler,Siyavuşpaşa,1.0,20.0,0.8095238095238095,3.0,1.0,4.0
10700000.0,135.0,95.0,4 Yaşında,5.0,5.0,Kombi,1.0,Başakşehir,Bahçeşehir 1. Kısım,1.0,40.0,0.7037037037037037,2.0,1.0,3.0
6250000.0,50.0,45.0,Sıfır Bina,2.0,4.0,Kombi,1.0,Üsküdar,Mimar Sinan,0.5,5.0,0.9,1.0,1.0,2.0
7000000.0,68.0,51.0,Sıfır Bina,2.0,5.0,Kombi,1.0,Kağıthane,Merkez,0.4,17.0,0.75,2.0,1.0,3.0
8500000.0,132.0,115.0,Sıfır Bina,2.0,5.0,Kombi,1.0,Büyükçekmece,Fatih,0.4,17.0,0.8712121212121212,3.0,1.0,4.0
5250000.0,55.0,50.0,31 Yaşında,2.0,4.0,Kombi,1.0,Beşiktaş,Yıldız,0.5,5.0,0.9090909090909092,1.0,1.0,2.0
4950000.0,75.0,65.0,11 Yaşında,1.0,3.0,Kombi,1.0,Ataşehir,İçerenköy,0.3333333333333333,10.0,0.8666666666666667,2.0,1.0,3.0
5800000.0,69.0,52.0,11 Yaşında,14.0,17.0,Merkezi (Pay Öl...,1.0,Çekmeköy,Nişantepe,0.8235294117647058,17.0,0.7536231884057971,1.0,1.0,2.0
5600000.0,95.0,73.0,6 Yaşında,2.0,6.0,Kombi,1.0,Pendik,Velibaba,0.3333333333333333,22.0,0.7684210526315789,2.0,1.0,3.0
6500000.0,130.0,125.0,6 Yaşında,4.0,5.0,Kombi,1.0,Şişli,Gülbahar,0.8,5.0,0.9615384615384616,2.0,2.0,4.0
4600000.0,135.0,110.0,Sıfır Bina,5.0,7.0,Yerden Isıtma,1.0,Sultanbeyli,Orhangazi,0.7142857142857143,25.0,0.8148148148148148,2.0,2.0,4.0
8000000.0,230.0,220.0,16 Yaşında,3.0,4.0,Kombi,2.0,Avcılar,Üniversite,0.75,10.0,0.9565217391304348,6.0,2.0,8.0
4500000.0,120.0,100.0,26 Yaşında,7.0,14.0,Kombi,1.0,Esenyurt,Mevlana,0.5,20.0,0.8333333333333334,2.0,1.0,3.0
7450000.0,150.0,130.0,Sıfır Bina,2.0,5.0,Kombi,2.0,Büyükçekmece,Cumhuriyet,0.4,20.0,0.8666666666666667,3.0,1.0,4.0
7250000.0,135.0,105.0,6 Yaşında,2.0,22.0,Merkezi (Pay Öl...,2.0,Esenyurt,Barbaros Hayrettin Paşa,0.0909090909090909,30.0,0.7777777777777778,2.0,1.0,3.0
5150000.0,200.0,185.0,14 Yaşında,7.0,7.0,Kombi,2.0,Esenyurt,Bağlarçeşme,1.0,15.0,0.925,3.0,2.0,5.0
10700000.0,135.0,95.0,4 Yaşında,5.0,5.0,Kombi,1.0,Başakşehir,Bahçeşehir 1. Kısım,1.0,40.0,0.7037037037037037,2.0,1.0,3.0
6220000.0,85.0,75.0,1 Yaşında,12.0,14.0,Kombi,1.0,Küçükçekmece,Fatih,0.8571428571428571,10.0,0.8823529411764706,2.0,1.0,3.0
4800000.0,150.0,120.0,31 Yaşında,3.0,3.0,Kombi,1.0,Ataşehir,Ferhatpaşa,1.0,30.0,0.8,2.0,1.0,3.0
7500000.0,100.0,90.0,31 Yaşında,2.0,5.0,Kombi,1.0,Şişli,Ergenekon,0.4,10.0,0.9,2.0,1.0,3.0
4750000.0,112.0,90.0,5 Yaşında,1.0,20.0,Merkezi (Pay Öl...,2.0,Esenyurt,Zafer,0.05,22.0,0.8035714285714286,2.0,1.0,3.0
5750000.0,140.0,120.0,6 Yaşında,3.0,6.0,Merkezi (Pay Öl...,2.0,Silivri,Yeni,0.5,20.0,0.8571428571428571,3.0,1.0,4.0
9450000.0,100.0,95.0,Sıfır Bina,5.0,5.0,Yerden Isıtma,2.0,Maltepe,Zümrütevler,1.0,5.0,0.95,2.0,2.0,4.0
6100000.0,100.0,90.0,Sıfır Bina,2.0,10.0,Kombi,1.0,Tuzla,Şifa,0.2,10.0,0.9,3.0,1.0,4.0
5700000.0,92.0,82.0,11 Yaşında,4.0,5.0,Kombi,1.0,Gaziosmanpaşa,Pazariçi,0.8,10.0,0.8913043478260869,2.0,1.0,3.0
4390000.0,70.0,65.0,6 Yaşında,2.0,3.0,Kombi,1.0,Şile,Ağva Merkez,0.6666666666666666,5.0,0.9285714285714286,1.0,1.0,2.0
9000000.0,170.0,150.0,21 Yaşında,6.0,6.0,Kombi,3.0,Kartal,Karlıktepe,1.0,20.0,0.8823529411764706,4.0,2.0,6.0
4300000.0,100.0,83.0,Sıfır Bina,2.0,4.0,Yerden Isıtma,1.0,Silivri,Selimpaşa,0.5,17.0,0.83,2.0,1.0,3.0
6000000.0,130.0,120.0,26 Yaşında,2.0,5.0,Kombi,1.0,Sarıyer,Ayazağa,0.4,10.0,0.9230769230769232,2.0,1.0,3.0
11150000.0,147.0,130.0,6 Yaşında,4.0,4.0,Kombi,2.0,Maltepe,Fındıklı,1.0,17.0,0.8843537414965986,4.0,2.0,6.0
4950000.0,100.0,90.0,14 Yaşında,2.0,4.0,Kombi,1.0,Sancaktepe,Atatürk,0.5,10.0,0.9,3.0,1.0,4.0
6150000.0,110.0,90.0,3 Yaşında,1.0,5.0,Kombi,1.0,Sultanbeyli,Fatih,0.2,20.0,0.8181818181818182,3.0,1.0,4.0
4690000.0,90.0,80.0,6 Yaşında,3.0,3.0,Kombi,1.0,Eyüpsultan,Güzeltepe,1.0,10.0,0.8888888888888888,2.0,1.0,3.0
7650000.0,125.0,100.0,26 Yaşında,5.0,9.0,Kombi,2.0,Maltepe,Zümrütevler,0.5555555555555556,25.0,0.8,3.0,1.0,4.0
6799000.0,129.0,110.0,Sıfır Bina,5.0,5.0,Kombi,2.0,Sultanbeyli,Battalgazi,1.0,19.0,0.8527131782945736,3.0,1.0,4.0
7400000.0,200.0,170.0,11 Yaşında,4.0,4.0,Kombi,2.0,Bahçelievler,Zafer,1.0,30.0,0.85,3.0,2.0,5.0
10500000.0,70.0,60.0,40 Yaşında,1.0,5.0,Kombi,1.0,Beyoğlu,Tomtom,0.2,10.0,0.8571428571428571,1.0,1.0,2.0
6450000.0,85.0,80.0,Sıfır Bina,5.0,5.0,Kombi,1.0,Bahçelievler,Hürriyet,1.0,5.0,0.9411764705882352,2.0,1.0,3.0
6850000.0,130.0,110.0,6 Yaşında,2.0,3.0,Kombi,2.0,Kağıthane,Çağlayan,0.6666666666666666,20.0,0.8461538461538461,3.0,1.0,4.0
10000000.0,80.0,66.0,Sıfır Bina,1.0,5.0,Merkezi (Pay Öl...,1.0,Ataşehir,Yenişehir,0.2,14.0,0.825,2.0,1.0,3.0
8200000.0,130.0,110.0,16 Yaşında,1.0,7.0,Kombi,1.0,Başakşehir,Başakşehir,0.1428571428571428,20.0,0.8461538461538461,3.0,1.0,4.0
5500000.0,90.0,80.0,Sıfır Bina,3.0,6.0,Kombi,1.0,Pendik,Ahmet Yesevi,0.5,10.0,0.8888888888888888,2.0,1.0,3.0
10250000.0,165.0,145.0,6 Yaşında,3.0,3.0,Kombi,2.0,Sancaktepe,İnönü,1.0,20.0,0.8787878787878788,3.0,1.0,4.0
5200000.0,120.0,95.0,11 Yaşında,4.0,5.0,Kombi,2.0,Sancaktepe,Osmangazi,0.8,25.0,0.7916666666666666,3.0,1.0,4.0
6600000.0,85.0,75.0,2 Yaşında,1.0,3.0,Kombi,1.0,Küçükçekmece,Yeşilova,0.3333333333333333,10.0,0.8823529411764706,2.0,1.0,3.0
7150000.0,150.0,140.0,11 Yaşında,2.0,3.0,Kombi,2.0,Güngören,Sanayi,0.6666666666666666,10.0,0.9333333333333332,3.0,2.0,5.0
4500000.0,80.0,70.0,Sıfır Bina,2.0,5.0,Kombi,1.0,Küçükçekmece,Kanarya,0.4,10.0,0.875,2.0,1.0,3.0
8500000.0,192.0,145.0,11 Yaşında,1.0,13.0,Yerden Isıtma,2.0,Avcılar,Tahtakale,0.0769230769230769,47.0,0.7552083333333334,4.0,1.0,5.0
4500000.0,115.0,110.0,26 Yaşında,2.0,4.0,Kombi,1.0,Sultangazi,50. Yıl,0.5,5.0,0.9565217391304348,3.0,1.0,4.0
4750000.0,130.0,120.0,Sıfır Bina,3.0,3.0,Kombi,1.0,Sultanbeyli,Mimar Sinan,1.0,10.0,0.9230769230769232,3.0,1.0,4.0
6550000.0,90.0,76.0,Sıfır Bina,1.0,5.0,Yerden Isıtma,1.0,Sancaktepe,Abdurrahmangazi,0.2,14.0,0.8444444444444444,2.0,1.0,3.0
6500000.0,100.0,90.0,31 Yaşında,2.0,4.0,Kombi,1.0,Üsküdar,Zeynep Kamil,0.5,10.0,0.9,2.0,1.0,3.0
9250000.0,180.0,160.0,16 Yaşında,3.0,4.0,Kombi,3.0,Gaziosmanpaşa,Şemsipaşa,0.75,20.0,0.8888888888888888,4.0,2.0,6.0
9850000.0,250.0,225.0,Sıfır Bina,4.0,5.0,Kombi,2.0,Başakşehir,Altınşehir,0.8,25.0,0.9,6.0,2.0,8.0
5750000.0,113.0,83.0,Sıfır Bina,3.0,5.0,Kombi,1.0,Büyükçekmece,Hürriyet,0.6,30.0,0.7345132743362832,3.0,1.0,4.0
7500000.0,95.0,85.0,45 Yaşında,2.0,5.0,Merkezi,1.0,Şişli,Merkez,0.4,10.0,0.8947368421052632,2.0,1.0,3.0
5500000.0,140.0,120.0,23 Yaşında,5.0,5.0,Kombi,2.0,Şişli,Yayla,1.0,20.0,0.8571428571428571,5.0,1.0,6.0
5950000.0,95.0,88.0,11 Yaşında,2.0,5.0,Kombi,1.0,Gaziosmanpaşa,Şemsipaşa,0.4,7.0,0.9263157894736842,2.0,1.0,3.0
7500000.0,130.0,120.0,16 Yaşında,2.0,4.0,Kombi,1.0,Ümraniye,Atatürk,0.5,10.0,0.9230769230769232,3.0,1.0,4.0
4400000.0,80.0,70.0,1 Yaşında,1.0,5.0,Kombi,2.0,Avcılar,Ambarlı,0.2,10.0,0.875,2.0,1.0,3.0
10500000.0,178.0,150.0,6 Yaşında,8.0,15.0,Merkezi (Pay Öl...,2.0,Avcılar,Tahtakale,0.5333333333333333,28.0,0.8426966292134831,4.0,1.0,5.0
10750000.0,200.0,175.0,6 Yaşında,3.0,3.0,Kombi,2.0,Bahçelievler,Kocasinan Merkez,1.0,25.0,0.875,4.0,2.0,6.0
4650000.0,55.0,45.0,6 Yaşında,2.0,4.0,Kombi,1.0,Ataşehir,İnönü,0.5,10.0,0.8181818181818182,1.0,1.0,2.0
8500000.0,240.0,200.0,16 Yaşında,2.0,5.0,Kombi,1.0,Pendik,Esenler,0.4,40.0,0.8333333333333334,3.0,2.0,5.0
6900000.0,125.0,110.0,Sıfır Bina,3.0,5.0,Kombi,1.0,Avcılar,Ambarlı,0.6,15.0,0.88,3.0,1.0,4.0
7500000.0,100.0,90.0,26 Yaşında,3.0,3.0,Kombi,1.0,Şile,Çavuş,1.0,10.0,0.9,2.0,1.0,3.0
5690000.0,115.0,109.0,11 Yaşında,2.0,3.0,Kombi,2.0,Küçükçekmece,Fevzi Çakmak,0.6666666666666666,6.0,0.9478260869565216,2.0,1.0,3.0
7150000.0,95.0,80.0,Sıfır Bina,3.0,6.0,Kombi,2.0,Bahçelievler,Kocasinan Merkez,0.5,15.0,0.8421052631578947,2.0,1.0,3.0
7200000.0,110.0,100.0,26 Yaşında,1.0,10.0,Kombi,1.0,Kartal,Uğur Mumcu,0.1,10.0,0.9090909090909092,3.0,1.0,4.0
4400000.0,135.0,125.0,26 Yaşında,4.0,5.0,Kombi,1.0,Bahçelievler,Kocasinan Merkez,0.8,10.0,0.925925925925926,3.0,1.0,4.0
5299999.0,160.0,140.0,6 Yaşında,4.0,4.0,Kombi,2.0,Sultanbeyli,Mimar Sinan,1.0,20.0,0.875,4.0,1.0,5.0
6200000.0,130.0,120.0,16 Yaşında,2.0,4.0,Kombi,1.0,Çekmeköy,Sultançiftliği,0.5,10.0,0.9230769230769232,3.0,1.0,4.0
8500000.0,105.0,94.0,Sıfır Bina,6.0,6.0,Kombi,1.0,Bahçelievler,Siyavuşpaşa,1.0,11.0,0.8952380952380953,3.0,1.0,4.0
4700000.0,90.0,85.0,7 Yaşında,2.0,5.0,Kombi,1.0,Küçükçekmece,Yeşilova,0.4,5.0,0.9444444444444444,2.0,1.0,3.0
6200000.0,125.0,115.0,6 Yaşında,1.0,4.0,Kombi,1.0,Bağcılar,Güneşli,0.25,10.0,0.92,3.0,1.0,4.0
6500000.0,90.0,70.0,12 Yaşında,5.0,5.0,Kombi,1.0,Ümraniye,Tatlısu,1.0,20.0,0.7777777777777778,2.0,1.0,3.0
4500000.0,65.0,55.0,4 Yaşında,2.0,6.0,Kombi,1.0,Eyüpsultan,Alibeyköy,0.3333333333333333,10.0,0.8461538461538461,1.0,1.0,2.0
5250000.0,90.0,80.0,11 Yaşında,2.0,5.0,Kombi,1.0,Gaziosmanpaşa,Sarıgöl,0.4,10.0,0.8888888888888888,2.0,1.0,3.0
5450000.0,60.0,50.0,3 Yaşında,14.0,14.0,Merkezi (Pay Öl...,1.0,Kağıthane,Talatpaşa,1.0,10.0,0.8333333333333334,1.0,1.0,2.0
7400000.0,55.0,50.0,1 Yaşında,4.0,15.0,Merkezi (Pay Öl...,1.0,Beşiktaş,Levent,0.2666666666666666,5.0,0.9090909090909092,1.0,1.0,2.0
6500000.0,80.0,75.0,Sıfır Bina,1.0,2.0,Kombi,1.0,Fatih,Cerrahpaşa,0.5,5.0,0.9375,2.0,1.0,3.0
5700000.0,150.0,140.0,21 Yaşında,5.0,6.0,Kombi,1.0,Ataşehir,Ferhatpaşa,0.8333333333333334,10.0,0.9333333333333332,3.0,1.0,4.0
4350000.0,80.0,75.0,30 Yaşında,2.0,4.0,Kombi,1.0,Fatih,Koca Mustafapaşa,0.5,5.0,0.9375,2.0,1.0,3.0
8000000.0,140.0,125.0,16 Yaşında,1.0,4.0,Kombi,1.0,Beyoğlu,Kadımehmet Efendi,0.25,15.0,0.8928571428571429,3.0,1.0,4.0
6600000.0,105.0,95.0,31 Yaşında,2.0,6.0,Kombi,1.0,Kağıthane,Emniyet Evleri,0.3333333333333333,10.0,0.9047619047619048,2.0,1.0,3.0
4700000.0,100.0,85.0,40 Yaşında,5.0,6.0,Kombi,1.0,Eyüpsultan,Nişancı,0.8333333333333334,15.0,0.85,2.0,1.0,3.0
4800000.0,164.0,145.0,26 Yaşında,4.0,5.0,Kombi,2.0,Bağcılar,100. Yıl,0.8,19.0,0.8841463414634146,3.0,1.0,4.0
6200000.0,90.0,85.0,5 Yaşında,3.0,5.0,Kombi,1.0,Çekmeköy,Soğukpınar,0.6,5.0,0.9444444444444444,2.0,1.0,3.0
7250000.0,80.0,70.0,Sıfır Bina,2.0,6.0,Kombi,1.0,Ümraniye,Site,0.3333333333333333,10.0,0.875,2.0,1.0,3.0
6250000.0,120.0,100.0,21 Yaşında,2.0,5.0,Kombi,1.0,Beyoğlu,Kadımehmet Efendi,0.4,20.0,0.8333333333333334,3.0,1.0,4.0
4950000.0,60.0,45.0,12 Yaşında,2.0,4.0,Kombi,1.0,Maltepe,Bağlarbaşı,0.5,15.0,0.75,1.0,1.0,2.0
4600000.0,95.0,90.0,20 Yaşında,2.0,4.0,Kombi,1.0,Üsküdar,Bulgurlu,0.5,5.0,0.9473684210526316,3.0,1.0,4.0
10000000.0,100.0,90.0,30 Yaşında,2.0,5.0,Kombi,1.0,Fatih,Seyyid Ömer,0.4,10.0,0.9,2.0,1.0,3.0
6850000.0,75.0,65.0,45 Yaşında,3.0,3.0,Kombi,1.0,Beşiktaş,Yıldız,1.0,10.0,0.8666666666666667,2.0,1.0,3.0
4800000.0,85.0,80.0,6 Yaşında,2.0,4.0,Kombi,1.0,Sultangazi,Uğur Mumcu,0.5,5.0,0.9411764705882352,2.0,1.0,3.0
9450000.0,150.0,125.0,11 Yaşında,11.0,14.0,Merkezi (Pay Öl...,2.0,Başakşehir,Bahçeşehir 2. Kısım,0.7857142857142857,25.0,0.8333333333333334,3.0,1.0,4.0
6575000.0,95.0,85.0,16 Yaşında,2.0,5.0,Kombi,2.0,Ümraniye,İstiklal,0.4,10.0,0.8947368421052632,2.0,1.0,3.0
6000000.0,50.0,40.0,3 Yaşında,6.0,17.0,Merkezi,1.0,Kağıthane,Merkez,0.3529411764705882,10.0,0.8,1.0,1.0,2.0
5600000.0,55.0,47.0,3 Yaşında,1.0,3.0,Merkezi (Pay Öl...,1.0,Küçükçekmece,Kartaltepe,0.3333333333333333,8.0,0.8545454545454545,1.0,1.0,2.0
4850000.0,95.0,85.0,27 Yaşında,1.0,4.0,Kombi,1.0,Ümraniye,Altınşehir,0.25,10.0,0.8947368421052632,2.0,1.0,3.0
5850000.0,90.0,80.0,11 Yaşında,1.0,5.0,Kombi,1.0,Bahçelievler,Şirinevler,0.2,10.0,0.8888888888888888,2.0,1.0,3.0
5925000.0,80.0,60.0,31 Yaşında,1.0,3.0,Kombi,1.0,Beşiktaş,Cihannüma,0.3333333333333333,20.0,0.75,1.0,1.0,2.0
9000000.0,110.0,99.0,5 Yaşında,5.0,5.0,Kombi,1.0,Bahçelievler,Siyavuşpaşa,1.0,11.0,0.9,2.0,1.0,3.0
10500000.0,90.0,75.0,16 Yaşında,2.0,4.0,Kombi,1.0,Üsküdar,Salacak,0.5,15.0,0.8333333333333334,2.0,1.0,3.0
7600000.0,160.0,150.0,6 Yaşında,4.0,5.0,Kombi,2.0,Kağıthane,Sultan Selim,0.8,10.0,0.9375,4.0,1.0,5.0
7500000.0,95.0,80.0,4 Yaşında,15.0,30.0,Merkezi,1.0,Esenyurt,Barbaros Hayrettin Paşa,0.5,15.0,0.8421052631578947,1.0,1.0,2.0
7250000.0,110.0,100.0,26 Yaşında,1.0,5.0,Kombi,1.0,Üsküdar,Zeynep Kamil,0.2,10.0,0.9090909090909092,3.0,1.0,4.0
6500000.0,110.0,76.0,Sıfır Bina,4.0,24.0,Merkezi (Pay Öl...,1.0,Kadıköy,Eğitim,0.1666666666666666,34.0,0.6909090909090909,2.0,1.0,3.0
5750000.0,120.0,110.0,30 Yaşında,1.0,5.0,Kombi,1.0,Şişli,Mecidiyeköy,0.2,10.0,0.9166666666666666,3.0,1.0,4.0
7900000.0,85.0,75.0,2 Yaşında,1.0,6.0,Kombi,2.0,Pendik,Batı,0.1666666666666666,10.0,0.8823529411764706,2.0,1.0,3.0
6750000.0,65.0,50.0,Sıfır Bina,10.0,22.0,Merkezi (Pay Öl...,1.0,Kadıköy,Dumlupınar,0.4545454545454545,15.0,0.7692307692307693,1.0,1.0,2.0
10900000.0,110.0,90.0,5 Yaşında,3.0,4.0,Kombi,1.0,Bakırköy,Cevizlik,0.75,20.0,0.8181818181818182,2.0,1.0,3.0
6000000.0,152.0,135.0,6 Yaşında,21.0,30.0,Merkezi (Pay Öl...,3.0,Esenyurt,Koza,0.7,17.0,0.8881578947368421,3.0,1.0,4.0
6450000.0,90.0,77.0,Sıfır Bina,2.0,4.0,Kombi,1.0,Küçükçekmece,İstasyon,0.5,13.0,0.8555555555555555,2.0,1.0,3.0
5250000.0,130.0,120.0,31 Yaşında,2.0,4.0,Kombi,1.0,Fatih,Seyyid Ömer,0.5,10.0,0.9230769230769232,3.0,1.0,4.0
5000000.0,88.0,68.0,5 Yaşında,2.0,4.0,Kombi,1.0,Şişli,Paşa,0.5,20.0,0.7727272727272727,1.0,1.0,2.0
5650000.0,85.0,80.0,6 Yaşında,1.0,4.0,Kombi,1.0,Bahçelievler,Şirinevler,0.25,5.0,0.9411764705882352,2.0,1.0,3.0
10250000.0,180.0,160.0,Sıfır Bina,5.0,5.0,Merkezi (Pay Öl...,2.0,Bahçelievler,Hürriyet,1.0,20.0,0.8888888888888888,4.0,2.0,6.0
8490000.0,115.0,100.0,26 Yaşında,9.0,14.0,Kombi,1.0,Ataşehir,Mevlana,0.6428571428571429,15.0,0.8695652173913043,3.0,1.0,4.0
8700000.0,64.0,53.0,21 Yaşında,21.0,32.0,Yerden Isıtma,1.0,Ataşehir,Barbaros,0.65625,11.0,0.828125,1.0,1.0,2.0
7400000.0,105.0,90.0,Sıfır Bina,2.0,4.0,Kombi,1.0,Sancaktepe,İnönü,0.5,15.0,0.8571428571428571,3.0,1.0,4.0
6500000.0,100.0,90.0,Sıfır Bina,6.0,10.0,Kombi,1.0,Bahçelievler,Şirinevler,0.6,10.0,0.9,2.0,1.0,3.0
4500000.0,75.0,65.0,45 Yaşında,1.0,5.0,Doğalgaz Sobası,1.0,Üsküdar,Valide-i Atik,0.2,10.0,0.8666666666666667,2.0,1.0,3.0
5750000.0,85.0,75.0,45 Yaşında,3.0,4.0,Kombi,1.0,Şişli,Mecidiyeköy,0.75,10.0,0.8823529411764706,2.0,1.0,3.0
5750000.0,85.0,84.0,25 Yaşında,2.0,5.0,Kombi,1.0,Gaziosmanpaşa,Karadeniz,0.4,1.0,0.9882352941176472,2.0,1.0,3.0
9000000.0,120.0,100.0,11 Yaşında,1.0,5.0,Merkezi (Pay Öl...,1.0,Sancaktepe,Emek,0.2,20.0,0.8333333333333334,2.0,1.0,3.0
6000000.0,130.0,120.0,16 Yaşında,3.0,4.0,Kombi,1.0,Bahçelievler,Cumhuriyet,0.75,10.0,0.9230769230769232,3.0,1.0,4.0
8000000.0,72.0,48.0,6 Yaşında,4.0,24.0,Merkezi (Pay Öl...,1.0,Kadıköy,Eğitim,0.1666666666666666,24.0,0.6666666666666666,1.0,1.0,2.0
4500000.0,90.0,75.0,11 Yaşında,2.0,4.0,Kombi,1.0,Kağıthane,Nurtepe,0.5,15.0,0.8333333333333334,2.0,1.0,3.0
5650000.0,85.0,63.0,Sıfır Bina,2.0,5.0,Yerden Isıtma,1.0,Pendik,Velibaba,0.4,22.0,0.7411764705882353,2.0,1.0,3.0
6300000.0,140.0,115.0,26 Yaşında,2.0,7.0,Kombi,1.0,Maltepe,Altıntepe,0.2857142857142857,25.0,0.8214285714285714,3.0,1.0,4.0
5750000.0,80.0,65.0,11 Yaşında,2.0,4.0,Kombi,1.0,Ataşehir,Örnek,0.5,15.0,0.8125,2.0,1.0,3.0
5000000.0,105.0,94.0,31 Yaşında,3.0,3.0,Kombi,1.0,Bakırköy,Kartaltepe,1.0,11.0,0.8952380952380953,2.0,1.0,3.0
8750000.0,110.0,100.0,5 Yaşında,3.0,4.0,Kombi,2.0,Kağıthane,Merkez,0.75,10.0,0.9090909090909092,2.0,2.0,4.0
6300000.0,85.0,68.0,11 Yaşında,7.0,7.0,Merkezi (Pay Öl...,1.0,Pendik,Kurtköy,1.0,17.0,0.8,2.0,1.0,3.0
4500000.0,145.0,135.0,16 Yaşında,5.0,5.0,Kombi,1.0,Maltepe,Fındıklı,1.0,10.0,0.9310344827586208,3.0,1.0,4.0
5750000.0,125.0,110.0,19 Yaşında,2.0,5.0,Kombi,2.0,Üsküdar,Ahmediye,0.4,15.0,0.88,3.0,1.0,4.0
6600000.0,100.0,80.0,15 Yaşında,2.0,5.0,Kombi,1.0,Ataşehir,İnönü,0.4,20.0,0.8,2.0,1.0,3.0
5750000.0,85.0,84.0,25 Yaşında,2.0,5.0,Kombi,1.0,Gaziosmanpaşa,Karadeniz,0.4,1.0,0.9882352941176472,2.0,1.0,3.0
9450000.0,135.0,130.0,2 Yaşında,5.0,5.0,Kombi,2.0,Bahçelievler,Cumhuriyet,1.0,5.0,0.9629629629629628,3.0,2.0,5.0
8000000.0,72.0,48.0,6 Yaşında,4.0,24.0,Merkezi (Pay Öl...,1.0,Kadıköy,Eğitim,0.1666666666666666,24.0,0.6666666666666666,1.0,1.0,2.0
8500000.0,90.0,75.0,5 Yaşında,3.0,4.0,Kombi,1.0,Maltepe,Aydınevler,0.75,15.0,0.8333333333333334,2.0,1.0,3.0
8700000.0,100.0,62.0,5 Yaşında,17.0,27.0,Merkezi (Pay Öl...,1.0,Kartal,Yalı,0.6296296296296297,38.0,0.62,2.0,1.0,3.0
7300000.0,110.0,90.0,8 Yaşında,1.0,4.0,Kat Kaloriferi,1.0,Bağcılar,Sancaktepe,0.25,20.0,0.8181818181818182,3.0,1.0,4.0
7300000.0,119.0,95.0,6 Yaşında,11.0,13.0,Kombi,2.0,Sultanbeyli,Ahmet Yesevi,0.8461538461538461,24.0,0.7983193277310925,2.0,1.0,3.0
7150000.0,113.0,82.0,9 Yaşında,5.0,6.0,Yerden Isıtma,1.0,Pendik,Kurtköy,0.8333333333333334,31.0,0.7256637168141593,3.0,1.0,4.0
9000000.0,95.0,85.0,Sıfır Bina,4.0,7.0,Kombi,1.0,Güngören,Güven,0.5714285714285714,10.0,0.8947368421052632,2.0,1.0,3.0
6000000.0,160.0,150.0,1 Yaşında,2.0,5.0,Kombi,2.0,Çekmeköy,Ekşioğlu,0.4,10.0,0.9375,3.0,1.0,4.0
5550000.0,185.0,145.0,25 Yaşında,3.0,6.0,Kat Kaloriferi,3.0,Büyükçekmece,Ekinoba,0.5,40.0,0.7837837837837838,3.0,1.0,4.0
9000000.0,123.0,118.0,9 Yaşında,1.0,3.0,Kombi,2.0,Bayrampaşa,Terazidere,0.3333333333333333,5.0,0.959349593495935,3.0,1.0,4.0
6175000.0,68.0,60.0,21 Yaşında,4.0,5.0,Kombi,1.0,Sancaktepe,Abdurrahmangazi,0.8,8.0,0.8823529411764706,1.0,1.0,2.0
7150000.0,140.0,120.0,11 Yaşında,3.0,5.0,Kombi,2.0,Esenler,Fevzi Çakmak,0.6,20.0,0.8571428571428571,3.0,1.0,4.0
6900000.0,70.0,44.0,6 Yaşında,1.0,15.0,Merkezi (Pay Öl...,1.0,Pendik,Kaynarca,0.0666666666666666,26.0,0.6285714285714286,1.0,1.0,2.0
6000000.0,170.0,163.0,20 Yaşında,4.0,10.0,Merkezi,1.0,Büyükçekmece,Ekinoba,0.4,7.0,0.9588235294117649,3.0,1.0,4.0
6750000.0,100.0,90.0,13 Yaşında,3.0,3.0,Kombi,1.0,Küçükçekmece,Kartaltepe,1.0,10.0,0.9,2.0,1.0,3.0
7200000.0,110.0,80.0,5 Yaşında,2.0,9.0,Kombi,2.0,Pendik,Esenler,0.2222222222222222,30.0,0.7272727272727273,2.0,1.0,3.0
7500000.0,120.0,110.0,40 Yaşında,4.0,8.0,Kombi,1.0,Güngören,Abdurrahman Nafiz Gürman,0.5,10.0,0.9166666666666666,3.0,1.0,4.0
